"# Standing sentence: ERRATA R1 to PE_296445_NIF_ORIGIN_PLACEMENT_R1_20260912 — documentation errata + mechanical recompute (G1 transform gate 14/30 + bbox + glowsak; G2 rawscan offset-exact; G3 phrase census; A–F corrections per adjudicated list; ZERO new forensics). artifact_index.csv nie listuje artifact_index.csv ani MANIFEST_SHA256.csv (wzajemna auto-referencja niemożliwa; oba w commicie; hash manifestu weryfikowalny przez git). Pelny manifest lokalny: 02_EVIDENCE/MANIFEST_SHA256.csv (ERRATA+R1, bez wlasnego hasha — L12). Payloady (296445.nif, 296446.bvi) LOCAL-ONLY z metadanymi w manifeście."
03_REPORT/ERRATA.md,errata report,90a2c3ff65a8ee4cc2494190d4a46ba4b29eff16eae999a1a6186735046bcb5b
03_REPORT/PE_MASTER_REVIEW.md,verbatim PE-MASTER review,53384cd5f440785da00cc1c5487064cabdf83d809496d879694042560c597280
03_REPORT/HANDOFF.md,handoff,fe0cbe3dfa02d13035b38239491e7a13c554d5655289212e1392ae3225f54767
01_CORRECTED/00_RAPORT_CORRECTED.md,corrected report,4b37e2e0ea4a4d224809c17a474dd3f4544472e866cdf656d25354a8ff3e9380
01_CORRECTED/TRANSFORM_TABLE_CORRECTED.csv,recomputed artifact,4802b9bc980b524288cf16298acce2b3eb643d04cd5ad485d504fa42da18664b
01_CORRECTED/TREE_MESHES_CORRECTED.json,recomputed artifact,a172f39f36617d82d194f617e55d6e40f546b53b18c7fa2ed9ee6f4004978b05
01_CORRECTED/TREE_ANALYSIS_CORRECTED.txt,recomputed artifact,e56e6df4c16cc711c79b9e2c66c1d8530177bcbdd38340032feab621e98bc7c2
00_CONTROL/analyze_tree_v2.py,generator,d8e4a1d39119ef6a0fe46e1d98599d1d6cf3e39d95ba51c849440b31a48313b4
00_CONTROL/rawscan.py,generator,9717e5def1bb7985c6f1d667952b2f6629d4653e96d94342a74437490c3a9b80
00_CONTROL/script_scan.py,generator,c5a012c2aac4ee5caccb98923c89a1fa9637bef12d5ebe4a2fd007bcb0e9a967
00_CONTROL/gate_census.py,generator,dcca2fac36429ba4f342c7b8ca9bcde538e5b967c78ecc2b9b863936185b9305
00_CONTROL/make_manifest.py,generator,79640670068a296fd7518bf8932b02e9380711bca09c146ca62120b981a4f37c
00_CONTROL/verify_manifest.py,generator,56578c1e16bf24d13f9f19a6724ba45251ec11fedc97cd1b07e1a4a20aa4b8ff
