run,original_manifest,original_manifest_sha256,original_row,artifact,role,sha256,hash_status,resolved_full_path,path_status,scope_class
"PE_NIF_MATERIAL_CENSUS_R32_20260904_160538","99_Audits/PE_NIF_MATERIAL_CENSUS_R32_20260904_160538/artifact_index.csv","94a8781d73e4790e2016442ca60e519b384ae361eb052ac1fd22eff2f32c3feb","2","01_source/material_census_r32.py","generator driver (self-hash verified at execution)","9dd55f921516217147e444d8fd05dceefc50b758517abcf16a69f8423a0462a2","MATCH","D:\Eudoria_Reconstruction\99_Audits\PE_NIF_MATERIAL_CENSUS_R32_20260904_160538\01_source\material_census_r32.py","RESOLVED","IMMUTABLE_SNAPSHOT"
"PE_NIF_MATERIAL_CENSUS_R32_20260904_160538","99_Audits/PE_NIF_MATERIAL_CENSUS_R32_20260904_160538/artifact_index.csv","94a8781d73e4790e2016442ca60e519b384ae361eb052ac1fd22eff2f32c3feb","3","02_results/SHADER_DIRECTIVES.json","complete shader directive vocabulary + per-effectfile profiles","efda445a15bdd1c89a3b4e65dab13064ba9813516df56dc73c6c54ed94e17974","MATCH","D:\Eudoria_Reconstruction\99_Audits\PE_NIF_MATERIAL_CENSUS_R32_20260904_160538\02_results\SHADER_DIRECTIVES.json","RESOLVED","IMMUTABLE_SNAPSHOT"
"PE_NIF_MATERIAL_CENSUS_R32_20260904_160538","99_Audits/PE_NIF_MATERIAL_CENSUS_R32_20260904_160538/artifact_index.csv","94a8781d73e4790e2016442ca60e519b384ae361eb052ac1fd22eff2f32c3feb","4","02_results/SHADER_CONFIGS.json","all distinct shader configs + co-occurrence matrices","f71784783df354a681024b4a3f8d68ed41508c2b8af859bf1caec003ffa2eb35","MATCH","D:\Eudoria_Reconstruction\99_Audits\PE_NIF_MATERIAL_CENSUS_R32_20260904_160538\02_results\SHADER_CONFIGS.json","RESOLVED","IMMUTABLE_SNAPSHOT"
"PE_NIF_MATERIAL_CENSUS_R32_20260904_160538","99_Audits/PE_NIF_MATERIAL_CENSUS_R32_20260904_160538/artifact_index.csv","94a8781d73e4790e2016442ca60e519b384ae361eb052ac1fd22eff2f32c3feb","5","02_results/TEXTURE_SLOTS.json","complete SLOT vocabulary + counts + examples + convention exceptions","1092eb39af21bdb511cb956b225a151991f29f3ad18517eebb26b027a4a452d2","MATCH","D:\Eudoria_Reconstruction\99_Audits\PE_NIF_MATERIAL_CENSUS_R32_20260904_160538\02_results\TEXTURE_SLOTS.json","RESOLVED","IMMUTABLE_SNAPSHOT"
"PE_NIF_MATERIAL_CENSUS_R32_20260904_160538","99_Audits/PE_NIF_MATERIAL_CENSUS_R32_20260904_160538/artifact_index.csv","94a8781d73e4790e2016442ca60e519b384ae361eb052ac1fd22eff2f32c3feb","6","02_results/TEXTURE_FIELDS.json","num_tex/field1/field2/entry-count/flags census corpus-wide + formula validation","f63a3cb9114b190fc2b0641bf5ccb8607b02993637aecca2730c84618652935c","MATCH","D:\Eudoria_Reconstruction\99_Audits\PE_NIF_MATERIAL_CENSUS_R32_20260904_160538\02_results\TEXTURE_FIELDS.json","RESOLVED","IMMUTABLE_SNAPSHOT"
"PE_NIF_MATERIAL_CENSUS_R32_20260904_160538","99_Audits/PE_NIF_MATERIAL_CENSUS_R32_20260904_160538/artifact_index.csv","94a8781d73e4790e2016442ca60e519b384ae361eb052ac1fd22eff2f32c3feb","7","02_results/CENSUS_SUMMARY.json","totals","3bde07c11eb7c1526147745ca43e3984d73103fe4efc1cc4b12eddb6e7db0681","MATCH","D:\Eudoria_Reconstruction\99_Audits\PE_NIF_MATERIAL_CENSUS_R32_20260904_160538\02_results\CENSUS_SUMMARY.json","RESOLVED","IMMUTABLE_SNAPSHOT"
"PE_NIF_MATERIAL_CENSUS_R32_20260904_160538","99_Audits/PE_NIF_MATERIAL_CENSUS_R32_20260904_160538/artifact_index.csv","94a8781d73e4790e2016442ca60e519b384ae361eb052ac1fd22eff2f32c3feb","8","pcg_install/Data/Models/Models.bnt","source_of_truth_corpus","c950a8c26f2063f4dd748d88c95bd769aac77a2f5f76face7e969be0b3d3bee0","MATCH","D:\Eudoria_Reconstruction\pcg_install\Data\Models\Models.bnt","RESOLVED","IMMUTABLE_SNAPSHOT"
"PE_NIF_MATERIAL_CENSUS_R32_20260904_160538","99_Audits/PE_NIF_MATERIAL_CENSUS_R32_20260904_160538/artifact_index.csv","94a8781d73e4790e2016442ca60e519b384ae361eb052ac1fd22eff2f32c3feb","9","01_source/verify_anim_frame_index.py","auxiliary post-run verification script (ANIM frame-index vs slot number)","51DE81B0FDA9791A69E37A4FC8A3B6F3433E1592E9FC0EBAD5EC30019F18FDB7","MATCH","D:\Eudoria_Reconstruction\99_Audits\PE_NIF_MATERIAL_CENSUS_R32_20260904_160538\01_source\verify_anim_frame_index.py","RESOLVED","IMMUTABLE_SNAPSHOT"
"PE_NIF_MATERIAL_CENSUS_R32_20260904_160538","99_Audits/PE_NIF_MATERIAL_CENSUS_R32_20260904_160538/artifact_index.csv","94a8781d73e4790e2016442ca60e519b384ae361eb052ac1fd22eff2f32c3feb","10","02_results/ANIM_FRAME_CHECK.json","auxiliary check result: 1157/1157 frame==slot CONFIRMED + per-slot f1 census","B293D84401150E0465F835487FF82BE0381D7A3B64B891A6690FBA8B461AF8AE","MATCH","D:\Eudoria_Reconstruction\99_Audits\PE_NIF_MATERIAL_CENSUS_R32_20260904_160538\02_results\ANIM_FRAME_CHECK.json","RESOLVED","IMMUTABLE_SNAPSHOT"
"PE_NIF_MATERIAL_CENSUS_R32_20260904_160538","99_Audits/PE_NIF_MATERIAL_CENSUS_R32_20260904_160538/artifact_index.csv","94a8781d73e4790e2016442ca60e519b384ae361eb052ac1fd22eff2f32c3feb","11","REPORT.md","package file (post-write real hash; R28-R31 precedent)","B985F6FDA047EBF05DE50DD9BEC1FA2CB63B9492CBF40961CD05BA9DE397D7EC","MATCH","D:\Eudoria_Reconstruction\99_Audits\PE_NIF_MATERIAL_CENSUS_R32_20260904_160538\REPORT.md","RESOLVED","POST_EDIT_OUTPUT"
